household_id,case,year,month,elec_units,water_units
case1_0035,bangkok_normal,2024,6,357.6,9.6
case1_0035,bangkok_normal,2024,7,357.1,8.9
case1_0035,bangkok_normal,2024,8,364.3,8.8
case1_0035,bangkok_normal,2024,9,343.1,8.5
case1_0035,bangkok_normal,2024,10,309.0,8.0
case1_0035,bangkok_normal,2024,11,250.4,6.3
case1_0035,bangkok_normal,2024,12,230.1,7.4
case1_0035,bangkok_normal,2025,1,268.1,8.5
case1_0035,bangkok_normal,2025,2,288.5,8.6
case1_0035,bangkok_normal,2025,3,388.0,11.2
case1_0035,bangkok_normal,2025,4,468.8,10.6
case1_0035,bangkok_normal,2025,5,430.8,11.3
case1_0035,bangkok_normal,2025,6,273.4,10.3
case1_0035,bangkok_normal,2025,7,282.2,12.0
case1_0035,bangkok_normal,2025,8,387.2,11.4
case1_0035,bangkok_normal,2025,9,321.4,12.2
case1_0035,bangkok_normal,2025,10,255.8,11.0
case1_0035,bangkok_normal,2025,11,331.9,11.1
case1_0035,bangkok_normal,2025,12,267.9,10.5
case1_0035,bangkok_normal,2026,1,304.2,9.9
case1_0035,bangkok_normal,2026,2,351.0,11.0
case1_0035,bangkok_normal,2026,3,412.9,13.8
case1_0035,bangkok_normal,2026,4,465.3,12.3
case1_0035,bangkok_normal,2026,5,462.6,12.3
case1_0035,bangkok_normal,2026,6,486.9,12.8
case1_0035,bangkok_normal,2026,7,427.6,12.7
case1_0035,bangkok_normal,2026,8,321.3,11.4
case1_0036,bangkok_normal,2024,3,270.8,14.3
case1_0036,bangkok_normal,2024,4,330.1,12.4
case1_0036,bangkok_normal,2024,5,271.6,12.3
case1_0036,bangkok_normal,2024,6,218.4,12.9
case1_0036,bangkok_normal,2024,7,236.7,15.4
case1_0036,bangkok_normal,2024,8,231.8,14.8
case1_0036,bangkok_normal,2024,9,208.3,14.1
case1_0036,bangkok_normal,2024,10,209.6,12.1
case1_0036,bangkok_normal,2024,11,260.5,10.9
case1_0036,bangkok_normal,2024,12,198.8,11.9
case1_0036,bangkok_normal,2025,1,203.4,10.4
case1_0036,bangkok_normal,2025,2,239.1,11.6
case1_0036,bangkok_normal,2025,3,291.6,12.6
case1_0036,bangkok_normal,2025,4,288.4,15.5
case1_0036,bangkok_normal,2025,5,217.6,13.5
case1_0036,bangkok_normal,2025,6,225.0,10.0
case1_0036,bangkok_normal,2025,7,237.8,12.5
case1_0036,bangkok_normal,2025,8,201.1,11.7
case1_0036,bangkok_normal,2025,9,195.5,12.2
case1_0036,bangkok_normal,2025,10,180.8,12.2
case1_0036,bangkok_normal,2025,11,214.7,12.0
case1_0036,bangkok_normal,2025,12,176.5,12.5
case1_0036,bangkok_normal,2026,1,219.9,10.4
case1_0036,bangkok_normal,2026,2,262.0,11.5
case1_0036,bangkok_normal,2026,3,286.7,13.9
case1_0036,bangkok_normal,2026,4,323.7,13.4
case1_0036,bangkok_normal,2026,5,270.8,11.6
case1_0036,bangkok_normal,2026,6,209.1,13.7
case1_0036,bangkok_normal,2026,7,240.6,14.7
case1_0036,bangkok_normal,2026,8,249.9,13.5
case1_0037,bangkok_normal,2024,3,306.4,12.8
case1_0037,bangkok_normal,2024,4,325.9,11.2
case1_0037,bangkok_normal,2024,5,332.1,11.0
case1_0037,bangkok_normal,2024,6,315.7,12.5
case1_0037,bangkok_normal,2024,7,283.5,9.4
case1_0037,bangkok_normal,2024,8,306.0,11.0
case1_0037,bangkok_normal,2024,9,212.5,9.3
case1_0037,bangkok_normal,2024,10,229.4,9.9
case1_0037,bangkok_normal,2024,11,218.0,9.7
case1_0037,bangkok_normal,2024,12,163.8,8.5
case1_0037,bangkok_normal,2025,1,160.9,8.4
case1_0037,bangkok_normal,2025,2,174.2,10.0
case1_0037,bangkok_normal,2025,3,242.5,11.7
case1_0037,bangkok_normal,2025,4,269.3,11.4
case1_0037,bangkok_normal,2025,5,205.5,11.2
case1_0037,bangkok_normal,2025,6,215.6,11.3
case1_0037,bangkok_normal,2025,7,200.3,9.7
case1_0037,bangkok_normal,2025,8,245.7,10.8
case1_0037,bangkok_normal,2025,9,180.2,11.1
case1_0037,bangkok_normal,2025,10,164.2,12.8
case1_0037,bangkok_normal,2025,11,205.4,10.5
case1_0037,bangkok_normal,2025,12,186.0,9.2
case1_0037,bangkok_normal,2026,1,163.3,10.2
case1_0037,bangkok_normal,2026,2,187.7,11.1
case1_0037,bangkok_normal,2026,3,243.8,10.5
case1_0037,bangkok_normal,2026,4,209.0,10.7
case1_0037,bangkok_normal,2026,5,192.9,11.5
case1_0037,bangkok_normal,2026,6,208.4,10.0
case1_0037,bangkok_normal,2026,7,240.2,9.9
case1_0037,bangkok_normal,2026,8,206.4,10.3
case1_0038,bangkok_normal,2024,3,386.8,28.8
case1_0038,bangkok_normal,2024,4,407.4,29.8
case1_0038,bangkok_normal,2024,5,417.1,31.6
case1_0038,bangkok_normal,2024,6,386.4,27.2
case1_0038,bangkok_normal,2024,7,411.7,29.5
case1_0038,bangkok_normal,2024,8,373.0,26.2
case1_0038,bangkok_normal,2024,9,363.0,29.6
case1_0038,bangkok_normal,2024,10,353.1,33.5
case1_0038,bangkok_normal,2024,11,360.8,28.6
case1_0038,bangkok_normal,2024,12,360.8,20.8
case1_0038,bangkok_normal,2025,1,372.5,23.2
case1_0038,bangkok_normal,2025,2,423.9,30.1
case1_0038,bangkok_normal,2025,3,466.4,31.6
case1_0038,bangkok_normal,2025,4,520.4,32.3
case1_0038,bangkok_normal,2025,5,539.2,33.9
case1_0038,bangkok_normal,2025,6,516.3,32.0
case1_0038,bangkok_normal,2025,7,424.4,33.1
case1_0038,bangkok_normal,2025,8,436.2,32.6
case1_0038,bangkok_normal,2025,9,335.5,33.6
case1_0038,bangkok_normal,2025,10,390.7,30.7
case1_0038,bangkok_normal,2025,11,425.6,31.3
case1_0038,bangkok_normal,2025,12,333.7,26.9
case1_0038,bangkok_normal,2026,1,410.4,25.7
case1_0038,bangkok_normal,2026,2,410.0,33.1
case1_0038,bangkok_normal,2026,3,503.1,32.5
case1_0038,bangkok_normal,2026,4,565.1,35.2
case1_0038,bangkok_normal,2026,5,541.4,33.1
case1_0038,bangkok_normal,2026,6,494.5,29.5
case1_0038,bangkok_normal,2026,7,472.1,29.9
case1_0038,bangkok_normal,2026,8,494.8,34.0
case1_0039,bangkok_normal,2024,3,295.8,20.2
case1_0039,bangkok_normal,2024,4,398.8,17.3
case1_0039,bangkok_normal,2024,5,340.6,21.0
case1_0039,bangkok_normal,2024,6,253.8,19.9
case1_0039,bangkok_normal,2024,7,320.9,15.9
case1_0039,bangkok_normal,2024,8,304.7,20.3
case1_0039,bangkok_normal,2024,9,266.5,22.2
case1_0039,bangkok_normal,2024,10,245.2,22.7
case1_0039,bangkok_normal,2024,11,272.2,20.7
case1_0039,bangkok_normal,2024,12,203.5,18.5
case1_0039,bangkok_normal,2025,1,239.0,20.5
case1_0039,bangkok_normal,2025,2,283.4,22.9
case1_0039,bangkok_normal,2025,3,321.8,23.4
case1_0039,bangkok_normal,2025,4,358.2,20.1
case1_0039,bangkok_normal,2025,5,333.8,20.7
case1_0039,bangkok_normal,2025,6,338.3,20.6
case1_0039,bangkok_normal,2025,7,272.9,16.2
case1_0039,bangkok_normal,2025,8,232.6,18.9
case1_0039,bangkok_normal,2025,9,266.3,22.5
case1_0039,bangkok_normal,2025,10,272.5,20.5
case1_0039,bangkok_normal,2025,11,269.0,21.3
case1_0039,bangkok_normal,2025,12,224.1,18.3
case1_0039,bangkok_normal,2026,1,217.5,17.4
case1_0039,bangkok_normal,2026,2,285.2,18.8
case1_0039,bangkok_normal,2026,3,317.5,17.8
case1_0039,bangkok_normal,2026,4,339.5,17.6
case1_0039,bangkok_normal,2026,5,327.7,21.2
case1_0039,bangkok_normal,2026,6,369.9,21.7
case1_0039,bangkok_normal,2026,7,260.4,17.4
case1_0039,bangkok_normal,2026,8,289.2,19.4
case1_0040,bangkok_normal,2024,3,280.2,15.4
case1_0040,bangkok_normal,2024,4,336.9,17.5
case1_0040,bangkok_normal,2024,5,305.1,15.1
case1_0040,bangkok_normal,2024,6,307.6,17.4
case1_0040,bangkok_normal,2024,7,268.8,14.5
case1_0040,bangkok_normal,2024,8,263.1,13.5
case1_0040,bangkok_normal,2024,9,216.3,16.0
case1_0040,bangkok_normal,2024,10,263.8,14.8
case1_0040,bangkok_normal,2024,11,240.3,13.4
case1_0040,bangkok_normal,2024,12,200.5,12.8
case1_0040,bangkok_normal,2025,1,166.1,14.8
case1_0040,bangkok_normal,2025,2,202.2,16.3
case1_0040,bangkok_normal,2025,3,290.1,14.2
case1_0040,bangkok_normal,2025,4,319.1,15.0
case1_0040,bangkok_normal,2025,5,243.7,15.0
case1_0040,bangkok_normal,2025,6,280.7,13.0
case1_0040,bangkok_normal,2025,7,240.5,13.5
case1_0040,bangkok_normal,2025,8,272.5,13.6
case1_0040,bangkok_normal,2025,9,234.9,14.8
case1_0040,bangkok_normal,2025,10,227.4,15.2
case1_0040,bangkok_normal,2025,11,243.9,13.3
case1_0040,bangkok_normal,2025,12,173.0,12.2
case1_0040,bangkok_normal,2026,1,168.4,13.2
case1_0040,bangkok_normal,2026,2,216.3,12.6
case1_0040,bangkok_normal,2026,3,284.0,14.4
case1_0040,bangkok_normal,2026,4,269.8,14.4
case1_0040,bangkok_normal,2026,5,235.9,12.8
case1_0040,bangkok_normal,2026,6,272.5,12.0
case1_0040,bangkok_normal,2026,7,236.3,14.5
case1_0040,bangkok_normal,2026,8,229.2,13.2
case1_0041,bangkok_normal,2024,3,391.6,28.7
case1_0041,bangkok_normal,2024,4,390.7,26.5
case1_0041,bangkok_normal,2024,5,508.3,23.1
case1_0041,bangkok_normal,2024,6,413.9,25.6
case1_0041,bangkok_normal,2024,7,404.8,21.3
case1_0041,bangkok_normal,2024,8,378.0,23.7
case1_0041,bangkok_normal,2024,9,383.6,27.8
case1_0041,bangkok_normal,2024,10,337.7,21.3
case1_0041,bangkok_normal,2024,11,350.1,20.8
case1_0041,bangkok_normal,2024,12,316.7,20.3
case1_0041,bangkok_normal,2025,1,292.8,23.0
case1_0041,bangkok_normal,2025,2,352.5,24.4
case1_0041,bangkok_normal,2025,3,429.1,30.4
case1_0041,bangkok_normal,2025,4,439.4,32.1
case1_0041,bangkok_normal,2025,5,459.8,30.6
case1_0041,bangkok_normal,2025,6,455.7,28.5
case1_0041,bangkok_normal,2025,7,415.1,28.2
case1_0041,bangkok_normal,2025,8,526.2,24.9
case1_0041,bangkok_normal,2025,9,510.3,27.8
case1_0041,bangkok_normal,2025,10,469.7,23.7
case1_0041,bangkok_normal,2025,11,520.0,27.4
case1_0041,bangkok_normal,2025,12,480.7,27.9
case1_0041,bangkok_normal,2026,1,436.1,26.5
case1_0041,bangkok_normal,2026,2,552.4,26.6
case1_0041,bangkok_normal,2026,3,615.1,29.2
case1_0041,bangkok_normal,2026,4,728.6,21.9
case1_0041,bangkok_normal,2026,5,792.5,27.8
case1_0041,bangkok_normal,2026,6,688.5,27.7
case1_0041,bangkok_normal,2026,7,506.1,27.5
case1_0041,bangkok_normal,2026,8,575.0,29.4
case1_0042,bangkok_normal,2024,3,428.1,17.6
case1_0042,bangkok_normal,2024,4,492.7,16.6
case1_0042,bangkok_normal,2024,5,479.7,16.3
case1_0042,bangkok_normal,2024,6,441.9,17.2
case1_0042,bangkok_normal,2024,7,447.3,16.7
case1_0042,bangkok_normal,2024,8,364.9,15.4
case1_0042,bangkok_normal,2024,9,368.3,12.9
case1_0042,bangkok_normal,2024,10,402.1,14.7
case1_0042,bangkok_normal,2024,11,307.2,16.7
case1_0042,bangkok_normal,2024,12,288.7,13.3
case1_0042,bangkok_normal,2025,1,287.5,15.2
case1_0042,bangkok_normal,2025,2,349.8,16.3
case1_0042,bangkok_normal,2025,3,388.6,17.9
case1_0042,bangkok_normal,2025,4,467.4,19.2
case1_0042,bangkok_normal,2025,5,549.5,16.6
case1_0042,bangkok_normal,2025,6,401.5,13.9
case1_0042,bangkok_normal,2025,7,350.1,14.7
case1_0042,bangkok_normal,2025,8,327.9,17.0
case1_0042,bangkok_normal,2025,9,412.0,15.3
case1_0042,bangkok_normal,2025,10,354.4,14.6
case1_0042,bangkok_normal,2025,11,350.1,12.6
case1_0042,bangkok_normal,2025,12,282.7,16.6
case1_0042,bangkok_normal,2026,1,274.6,16.8
case1_0042,bangkok_normal,2026,2,349.4,17.8
case1_0042,bangkok_normal,2026,3,526.4,19.1
case1_0042,bangkok_normal,2026,4,586.4,19.5
case1_0042,bangkok_normal,2026,5,461.7,17.7
case1_0042,bangkok_normal,2026,6,455.6,16.9
case1_0042,bangkok_normal,2026,7,377.7,16.0
case1_0042,bangkok_normal,2026,8,317.8,20.6
case1_0043,bangkok_normal,2024,3,323.6,10.9
case1_0043,bangkok_normal,2024,4,322.3,11.1
case1_0043,bangkok_normal,2024,5,379.9,11.2
case1_0043,bangkok_normal,2024,6,302.6,10.9
case1_0043,bangkok_normal,2024,7,302.4,10.5
case1_0043,bangkok_normal,2024,8,315.1,10.9
case1_0043,bangkok_normal,2024,9,285.7,10.3
case1_0043,bangkok_normal,2024,10,266.7,9.2
case1_0043,bangkok_normal,2024,11,257.6,11.1
case1_0043,bangkok_normal,2024,12,213.2,11.1
case1_0043,bangkok_normal,2025,1,210.0,11.5
case1_0043,bangkok_normal,2025,2,252.6,9.7
case1_0043,bangkok_normal,2025,3,353.9,11.5
case1_0043,bangkok_normal,2025,4,366.9,12.9
case1_0043,bangkok_normal,2025,5,322.2,11.1
case1_0043,bangkok_normal,2025,6,294.4,11.4
case1_0043,bangkok_normal,2025,7,320.6,11.2
case1_0043,bangkok_normal,2025,8,313.5,13.2
case1_0043,bangkok_normal,2025,9,293.0,13.6
case1_0043,bangkok_normal,2025,10,263.0,10.0
case1_0043,bangkok_normal,2025,11,273.4,13.2
case1_0043,bangkok_normal,2025,12,207.5,10.1
case1_0043,bangkok_normal,2026,1,217.4,11.4
case1_0043,bangkok_normal,2026,2,295.2,12.4
case1_0043,bangkok_normal,2026,3,354.8,11.0
case1_0043,bangkok_normal,2026,4,341.0,12.6
case1_0043,bangkok_normal,2026,5,315.9,12.1
case1_0043,bangkok_normal,2026,6,315.3,12.3
case1_0043,bangkok_normal,2026,7,348.4,11.9
case1_0043,bangkok_normal,2026,8,253.0,12.8
case1_0044,bangkok_normal,2024,3,347.4,20.8
case1_0044,bangkok_normal,2024,4,387.3,22.4
case1_0044,bangkok_normal,2024,5,376.9,24.3
case1_0044,bangkok_normal,2024,6,303.8,23.4
case1_0044,bangkok_normal,2024,7,261.5,25.8
case1_0044,bangkok_normal,2024,8,260.7,26.1
case1_0044,bangkok_normal,2024,9,245.9,27.2
case1_0044,bangkok_normal,2024,10,273.4,27.0
case1_0044,bangkok_normal,2024,11,284.1,27.8
case1_0044,bangkok_normal,2024,12,218.4,24.0
case1_0044,bangkok_normal,2025,1,254.7,24.3
case1_0044,bangkok_normal,2025,2,315.7,26.1
case1_0044,bangkok_normal,2025,3,338.9,26.7
case1_0044,bangkok_normal,2025,4,337.2,26.3
case1_0044,bangkok_normal,2025,5,390.7,25.6
case1_0044,bangkok_normal,2025,6,326.2,23.5
case1_0044,bangkok_normal,2025,7,301.1,25.5
case1_0044,bangkok_normal,2025,8,278.8,24.7
case1_0044,bangkok_normal,2025,9,244.5,22.7
case1_0044,bangkok_normal,2025,10,217.3,22.0
case1_0044,bangkok_normal,2025,11,259.6,20.5
case1_0044,bangkok_normal,2025,12,199.7,23.8
case1_0044,bangkok_normal,2026,1,284.0,23.3
case1_0044,bangkok_normal,2026,2,263.7,22.3
case1_0044,bangkok_normal,2026,3,275.9,26.8
case1_0044,bangkok_normal,2026,4,361.8,23.0
case1_0044,bangkok_normal,2026,5,397.0,20.1
case1_0044,bangkok_normal,2026,6,332.2,23.9
case1_0044,bangkok_normal,2026,7,315.8,21.3
case1_0044,bangkok_normal,2026,8,242.4,20.8
case1_0045,bangkok_normal,2024,3,432.4,17.5
case1_0045,bangkok_normal,2024,4,433.3,22.5
case1_0045,bangkok_normal,2024,5,480.2,22.8
case1_0045,bangkok_normal,2024,6,414.0,20.0
case1_0045,bangkok_normal,2024,7,470.7,18.4
case1_0045,bangkok_normal,2024,8,411.3,18.2
case1_0045,bangkok_normal,2024,9,295.7,18.5
case1_0045,bangkok_normal,2024,10,348.2,21.0
case1_0045,bangkok_normal,2024,11,414.1,19.7
case1_0045,bangkok_normal,2024,12,354.2,18.9
case1_0045,bangkok_normal,2025,1,377.8,19.9
case1_0045,bangkok_normal,2025,2,359.1,17.3
case1_0045,bangkok_normal,2025,3,466.3,20.7
case1_0045,bangkok_normal,2025,4,467.4,20.4
case1_0045,bangkok_normal,2025,5,476.1,15.5
case1_0045,bangkok_normal,2025,6,380.8,14.4
case1_0045,bangkok_normal,2025,7,364.3,16.0
case1_0045,bangkok_normal,2025,8,355.4,19.3
case1_0045,bangkok_normal,2025,9,390.5,19.2
case1_0045,bangkok_normal,2025,10,391.2,19.3
case1_0045,bangkok_normal,2025,11,371.2,22.5
case1_0045,bangkok_normal,2025,12,261.5,16.8
case1_0045,bangkok_normal,2026,1,286.7,17.8
case1_0045,bangkok_normal,2026,2,336.0,19.8
case1_0045,bangkok_normal,2026,3,456.8,19.2
case1_0045,bangkok_normal,2026,4,553.5,21.2
case1_0045,bangkok_normal,2026,5,538.9,18.0
case1_0045,bangkok_normal,2026,6,419.7,22.5
case1_0045,bangkok_normal,2026,7,294.8,19.5
case1_0045,bangkok_normal,2026,8,294.6,23.8
case1_0046,bangkok_normal,2024,3,201.6,9.2
case1_0046,bangkok_normal,2024,4,228.5,10.6
case1_0046,bangkok_normal,2024,5,208.8,10.5
case1_0046,bangkok_normal,2024,6,201.4,8.6
case1_0046,bangkok_normal,2024,7,194.5,11.1
case1_0046,bangkok_normal,2024,8,171.5,10.4
case1_0046,bangkok_normal,2024,9,167.4,11.1
case1_0046,bangkok_normal,2024,10,156.2,12.8
case1_0046,bangkok_normal,2024,11,197.6,10.7
case1_0046,bangkok_normal,2024,12,145.0,9.5
case1_0046,bangkok_normal,2025,1,166.6,9.9
case1_0046,bangkok_normal,2025,2,178.0,11.5
case1_0046,bangkok_normal,2025,3,209.2,10.8
case1_0046,bangkok_normal,2025,4,202.7,10.8
case1_0046,bangkok_normal,2025,5,204.0,12.4
case1_0046,bangkok_normal,2025,6,201.7,11.8
case1_0046,bangkok_normal,2025,7,217.3,8.9
case1_0046,bangkok_normal,2025,8,195.7,9.0
case1_0046,bangkok_normal,2025,9,199.0,11.6
case1_0046,bangkok_normal,2025,10,185.2,11.2
case1_0046,bangkok_normal,2025,11,195.5,9.9
case1_0046,bangkok_normal,2025,12,144.7,9.6
case1_0046,bangkok_normal,2026,1,177.9,10.0
case1_0046,bangkok_normal,2026,2,177.3,11.4
case1_0046,bangkok_normal,2026,3,189.0,10.1
case1_0046,bangkok_normal,2026,4,198.1,10.5
case1_0046,bangkok_normal,2026,5,261.1,11.6
case1_0046,bangkok_normal,2026,6,229.0,11.2
case1_0046,bangkok_normal,2026,7,190.2,11.7
case1_0046,bangkok_normal,2026,8,205.6,9.9
case1_0047,bangkok_normal,2024,3,216.1,15.2
case1_0047,bangkok_normal,2024,4,240.5,18.5
case1_0047,bangkok_normal,2024,5,225.9,14.8
case1_0047,bangkok_normal,2024,6,190.5,15.7
case1_0047,bangkok_normal,2024,7,187.5,14.8
case1_0047,bangkok_normal,2024,8,209.0,12.1
case1_0047,bangkok_normal,2024,9,181.2,14.2
case1_0047,bangkok_normal,2024,10,158.5,15.4
case1_0047,bangkok_normal,2024,11,157.4,13.0
case1_0047,bangkok_normal,2024,12,141.5,12.7
case1_0047,bangkok_normal,2025,1,142.1,10.8
case1_0047,bangkok_normal,2025,2,184.4,11.4
case1_0047,bangkok_normal,2025,3,221.4,15.3
case1_0047,bangkok_normal,2025,4,261.0,14.8
case1_0047,bangkok_normal,2025,5,266.6,13.3
case1_0047,bangkok_normal,2025,6,239.6,14.4
case1_0047,bangkok_normal,2025,7,186.6,13.4
case1_0047,bangkok_normal,2025,8,171.2,13.2
case1_0047,bangkok_normal,2025,9,172.5,14.5
case1_0047,bangkok_normal,2025,10,164.3,12.4
case1_0047,bangkok_normal,2025,11,149.8,12.0
case1_0047,bangkok_normal,2025,12,131.9,12.6
case1_0047,bangkok_normal,2026,1,138.7,14.2
case1_0047,bangkok_normal,2026,2,164.7,15.8
case1_0047,bangkok_normal,2026,3,199.2,14.3
case1_0047,bangkok_normal,2026,4,262.1,16.5
case1_0047,bangkok_normal,2026,5,242.0,14.3
case1_0047,bangkok_normal,2026,6,264.4,16.9
case1_0047,bangkok_normal,2026,7,215.7,13.4
case1_0047,bangkok_normal,2026,8,192.2,15.6
case1_0048,bangkok_normal,2024,3,296.7,10.7
case1_0048,bangkok_normal,2024,4,292.3,11.8
case1_0048,bangkok_normal,2024,5,283.4,11.1
case1_0048,bangkok_normal,2024,6,294.1,10.7
case1_0048,bangkok_normal,2024,7,290.7,9.8
case1_0048,bangkok_normal,2024,8,259.8,12.0
case1_0048,bangkok_normal,2024,9,240.5,12.3
case1_0048,bangkok_normal,2024,10,247.2,11.8
case1_0048,bangkok_normal,2024,11,233.6,13.1
case1_0048,bangkok_normal,2024,12,167.2,10.7
case1_0048,bangkok_normal,2025,1,173.7,13.5
case1_0048,bangkok_normal,2025,2,232.9,11.7
case1_0048,bangkok_normal,2025,3,306.4,12.1
case1_0048,bangkok_normal,2025,4,369.9,11.8
case1_0048,bangkok_normal,2025,5,339.2,12.3
case1_0048,bangkok_normal,2025,6,292.2,12.6
case1_0048,bangkok_normal,2025,7,278.7,11.5
case1_0048,bangkok_normal,2025,8,238.7,13.2
case1_0048,bangkok_normal,2025,9,226.9,11.9
case1_0048,bangkok_normal,2025,10,205.7,11.5
case1_0048,bangkok_normal,2025,11,189.1,10.1
case1_0048,bangkok_normal,2025,12,182.6,10.5
case1_0048,bangkok_normal,2026,1,194.4,10.4
case1_0048,bangkok_normal,2026,2,247.0,10.4
case1_0048,bangkok_normal,2026,3,289.6,10.6
case1_0048,bangkok_normal,2026,4,319.0,15.1
case1_0048,bangkok_normal,2026,5,313.6,12.6
case1_0048,bangkok_normal,2026,6,272.9,10.3
case1_0048,bangkok_normal,2026,7,261.4,10.3
case1_0048,bangkok_normal,2026,8,229.2,11.0
case1_0049,bangkok_normal,2024,3,376.4,9.4
case1_0049,bangkok_normal,2024,4,384.2,10.9
case1_0049,bangkok_normal,2024,5,395.2,9.7
case1_0049,bangkok_normal,2024,6,327.5,8.9
case1_0049,bangkok_normal,2024,7,304.6,10.1
case1_0049,bangkok_normal,2024,8,286.7,9.1
case1_0049,bangkok_normal,2024,9,259.6,9.8
case1_0049,bangkok_normal,2024,10,312.3,9.4
case1_0049,bangkok_normal,2024,11,315.1,8.6
case1_0049,bangkok_normal,2024,12,272.6,8.6
case1_0049,bangkok_normal,2025,1,263.6,8.7
case1_0049,bangkok_normal,2025,2,332.8,9.7
case1_0049,bangkok_normal,2025,3,308.3,9.0
case1_0049,bangkok_normal,2025,4,423.9,9.6
case1_0049,bangkok_normal,2025,5,405.2,9.4
case1_0049,bangkok_normal,2025,6,385.6,9.7
case1_0049,bangkok_normal,2025,7,356.5,8.2
case1_0049,bangkok_normal,2025,8,302.9,9.4
case1_0049,bangkok_normal,2025,9,258.0,9.2
case1_0049,bangkok_normal,2025,10,264.8,7.6
case1_0049,bangkok_normal,2025,11,301.2,9.1
case1_0049,bangkok_normal,2025,12,265.5,9.8
case1_0049,bangkok_normal,2026,1,229.7,9.4
case1_0049,bangkok_normal,2026,2,272.2,10.0
case1_0049,bangkok_normal,2026,3,326.3,9.5
case1_0049,bangkok_normal,2026,4,387.0,9.7
case1_0049,bangkok_normal,2026,5,340.4,8.7
case1_0049,bangkok_normal,2026,6,300.6,10.3
case1_0049,bangkok_normal,2026,7,297.4,9.7
case1_0049,bangkok_normal,2026,8,323.1,9.2
case1_0050,bangkok_normal,2024,3,391.7,20.9
case1_0050,bangkok_normal,2024,4,517.3,22.7
case1_0050,bangkok_normal,2024,5,423.9,20.2
case1_0050,bangkok_normal,2024,6,410.0,21.9
case1_0050,bangkok_normal,2024,7,466.8,24.7
case1_0050,bangkok_normal,2024,8,378.1,21.3
case1_0050,bangkok_normal,2024,9,405.4,21.8
case1_0050,bangkok_normal,2024,10,359.3,15.6
case1_0050,bangkok_normal,2024,11,379.4,19.2
case1_0050,bangkok_normal,2024,12,339.9,18.8
case1_0050,bangkok_normal,2025,1,349.4,18.2
case1_0050,bangkok_normal,2025,2,426.2,23.0
case1_0050,bangkok_normal,2025,3,413.0,22.5
case1_0050,bangkok_normal,2025,4,547.8,23.4
case1_0050,bangkok_normal,2025,5,460.2,22.6
case1_0050,bangkok_normal,2025,6,449.5,18.5
case1_0050,bangkok_normal,2025,7,427.5,18.7
case1_0050,bangkok_normal,2025,8,426.4,23.3
case1_0050,bangkok_normal,2025,9,399.1,17.8
case1_0050,bangkok_normal,2025,10,344.4,19.0
case1_0050,bangkok_normal,2025,11,308.9,20.2
case1_0050,bangkok_normal,2025,12,315.2,23.8
case1_0050,bangkok_normal,2026,1,324.5,23.6
case1_0050,bangkok_normal,2026,2,425.4,22.0
case1_0050,bangkok_normal,2026,3,459.3,26.6
case1_0050,bangkok_normal,2026,4,441.5,24.1
case1_0050,bangkok_normal,2026,5,513.3,26.9
case1_0050,bangkok_normal,2026,6,436.7,21.6
case1_0050,bangkok_normal,2026,7,426.7,25.3
case1_0050,bangkok_normal,2026,8,382.0,23.0
case1_0051,bangkok_normal,2024,3,773.0,32.6
case1_0051,bangkok_normal,2024,4,817.5,35.2
case1_0051,bangkok_normal,2024,5,852.5,33.1
case1_0051,bangkok_normal,2024,6,714.9,32.5
case1_0051,bangkok_normal,2024,7,727.9,30.3
case1_0051,bangkok_normal,2024,8,712.0,27.6
case1_0051,bangkok_normal,2024,9,640.0,27.4
case1_0051,bangkok_normal,2024,10,588.0,28.0
case1_0051,bangkok_normal,2024,11,602.0,27.9
case1_0051,bangkok_normal,2024,12,527.8,21.8
case1_0051,bangkok_normal,2025,1,629.7,24.5
case1_0051,bangkok_normal,2025,2,720.7,27.9
case1_0051,bangkok_normal,2025,3,831.4,29.0
case1_0051,bangkok_normal,2025,4,1102.0,30.4
case1_0051,bangkok_normal,2025,5,912.7,32.1
case1_0051,bangkok_normal,2025,6,790.2,27.2
case1_0051,bangkok_normal,2025,7,738.0,23.9
case1_0051,bangkok_normal,2025,8,609.0,26.4
case1_0051,bangkok_normal,2025,9,575.0,29.6
case1_0051,bangkok_normal,2025,10,553.1,32.9
case1_0051,bangkok_normal,2025,11,606.1,31.4
case1_0051,bangkok_normal,2025,12,483.6,23.7
case1_0051,bangkok_normal,2026,1,509.2,25.3
case1_0051,bangkok_normal,2026,2,670.5,28.5
case1_0051,bangkok_normal,2026,3,788.3,30.3
case1_0051,bangkok_normal,2026,4,814.3,32.9
case1_0051,bangkok_normal,2026,5,724.3,28.5
case1_0051,bangkok_normal,2026,6,765.6,29.2
case1_0051,bangkok_normal,2026,7,719.5,30.0
case1_0051,bangkok_normal,2026,8,555.4,31.2
case1_0052,bangkok_normal,2024,3,423.5,9.1
case1_0052,bangkok_normal,2024,4,557.0,8.4
case1_0052,bangkok_normal,2024,5,564.6,8.9
case1_0052,bangkok_normal,2024,6,496.5,8.3
case1_0052,bangkok_normal,2024,7,517.0,7.4
case1_0052,bangkok_normal,2024,8,506.3,8.0
case1_0052,bangkok_normal,2024,9,375.9,7.8
case1_0052,bangkok_normal,2024,10,444.4,9.1
case1_0052,bangkok_normal,2024,11,410.3,9.5
case1_0052,bangkok_normal,2024,12,387.6,8.0
