household_id,case,year,month,elec_units,water_units
case3_0038,upcountry_normal,2026,8,432.1,2.2
case3_0039,upcountry_normal,2024,3,433.2,5.0
case3_0039,upcountry_normal,2024,4,557.9,6.3
case3_0039,upcountry_normal,2024,5,502.7,6.7
case3_0039,upcountry_normal,2024,6,535.8,7.1
case3_0039,upcountry_normal,2024,7,398.5,7.2
case3_0039,upcountry_normal,2024,8,335.3,6.2
case3_0039,upcountry_normal,2024,9,433.4,6.4
case3_0039,upcountry_normal,2024,10,340.9,6.7
case3_0039,upcountry_normal,2024,11,309.1,5.3
case3_0039,upcountry_normal,2024,12,379.0,5.6
case3_0039,upcountry_normal,2025,1,364.4,5.5
case3_0039,upcountry_normal,2025,2,332.0,5.6
case3_0039,upcountry_normal,2025,3,403.7,5.1
case3_0039,upcountry_normal,2025,4,543.1,7.0
case3_0039,upcountry_normal,2025,5,454.2,6.8
case3_0039,upcountry_normal,2025,6,472.2,7.3
case3_0039,upcountry_normal,2025,7,460.0,7.4
case3_0039,upcountry_normal,2025,8,451.4,7.3
case3_0039,upcountry_normal,2025,9,420.2,7.3
case3_0039,upcountry_normal,2025,10,366.5,7.0
case3_0039,upcountry_normal,2025,11,275.0,6.8
case3_0039,upcountry_normal,2025,12,346.0,5.9
case3_0039,upcountry_normal,2026,1,325.1,4.8
case3_0039,upcountry_normal,2026,2,362.8,5.5
case3_0039,upcountry_normal,2026,3,448.1,6.4
case3_0039,upcountry_normal,2026,4,403.5,7.7
case3_0039,upcountry_normal,2026,5,481.9,7.4
case3_0039,upcountry_normal,2026,6,454.4,6.9
case3_0039,upcountry_normal,2026,7,485.2,7.6
case3_0039,upcountry_normal,2026,8,406.5,6.9
case3_0040,upcountry_normal,2024,3,350.5,16.7
case3_0040,upcountry_normal,2024,4,559.2,23.5
case3_0040,upcountry_normal,2024,5,475.8,21.2
case3_0040,upcountry_normal,2024,6,419.1,22.2
case3_0040,upcountry_normal,2024,7,415.5,23.0
case3_0040,upcountry_normal,2024,8,335.7,25.4
case3_0040,upcountry_normal,2024,9,421.7,20.1
case3_0040,upcountry_normal,2024,10,318.9,23.1
case3_0040,upcountry_normal,2024,11,231.6,20.5
case3_0040,upcountry_normal,2024,12,241.2,19.0
case3_0040,upcountry_normal,2025,1,288.9,18.7
case3_0040,upcountry_normal,2025,2,296.1,19.3
case3_0040,upcountry_normal,2025,3,393.5,23.7
case3_0040,upcountry_normal,2025,4,488.2,25.7
case3_0040,upcountry_normal,2025,5,364.1,22.2
case3_0040,upcountry_normal,2025,6,456.3,20.9
case3_0040,upcountry_normal,2025,7,427.6,22.2
case3_0040,upcountry_normal,2025,8,371.6,19.5
case3_0040,upcountry_normal,2025,9,326.5,25.7
case3_0040,upcountry_normal,2025,10,338.6,26.2
case3_0040,upcountry_normal,2025,11,226.4,15.6
case3_0040,upcountry_normal,2025,12,234.7,16.2
case3_0040,upcountry_normal,2026,1,292.5,12.7
case3_0040,upcountry_normal,2026,2,251.0,18.2
case3_0040,upcountry_normal,2026,3,349.7,16.0
case3_0040,upcountry_normal,2026,4,432.0,15.9
case3_0040,upcountry_normal,2026,5,469.4,22.6
case3_0040,upcountry_normal,2026,6,394.1,18.8
case3_0040,upcountry_normal,2026,7,418.6,19.5
case3_0040,upcountry_normal,2026,8,416.9,16.5
case3_0041,upcountry_normal,2024,3,175.3,10.6
case3_0041,upcountry_normal,2024,4,223.9,12.7
case3_0041,upcountry_normal,2024,5,214.9,13.8
case3_0041,upcountry_normal,2024,6,209.4,12.8
case3_0041,upcountry_normal,2024,7,208.4,11.6
case3_0041,upcountry_normal,2024,8,216.9,11.6
case3_0041,upcountry_normal,2024,9,178.6,12.4
case3_0041,upcountry_normal,2024,10,157.5,10.3
case3_0041,upcountry_normal,2024,11,110.8,10.7
case3_0041,upcountry_normal,2024,12,113.4,9.5
case3_0041,upcountry_normal,2025,1,114.7,10.1
case3_0041,upcountry_normal,2025,2,121.2,9.7
case3_0041,upcountry_normal,2025,3,164.9,11.4
case3_0041,upcountry_normal,2025,4,261.2,11.4
case3_0041,upcountry_normal,2025,5,237.2,11.6
case3_0041,upcountry_normal,2025,6,218.8,12.0
case3_0041,upcountry_normal,2025,7,215.0,10.8
case3_0041,upcountry_normal,2025,8,189.6,10.4
case3_0041,upcountry_normal,2025,9,205.1,12.9
case3_0041,upcountry_normal,2025,10,153.3,12.3
case3_0041,upcountry_normal,2025,11,105.3,10.7
case3_0041,upcountry_normal,2025,12,120.3,10.7
case3_0041,upcountry_normal,2026,1,121.5,10.2
case3_0041,upcountry_normal,2026,2,116.3,11.0
case3_0041,upcountry_normal,2026,3,156.6,12.3
case3_0041,upcountry_normal,2026,4,202.2,12.3
case3_0041,upcountry_normal,2026,5,248.4,12.4
case3_0041,upcountry_normal,2026,6,228.8,12.6
case3_0041,upcountry_normal,2026,7,156.6,12.7
case3_0041,upcountry_normal,2026,8,187.3,10.8
case3_0042,upcountry_normal,2024,3,309.3,8.8
case3_0042,upcountry_normal,2024,4,388.4,10.8
case3_0042,upcountry_normal,2024,5,341.1,10.4
case3_0042,upcountry_normal,2024,6,367.5,10.3
case3_0042,upcountry_normal,2024,7,413.5,10.3
case3_0042,upcountry_normal,2024,8,457.7,10.5
case3_0042,upcountry_normal,2024,9,388.4,9.4
case3_0042,upcountry_normal,2024,10,297.5,8.7
case3_0042,upcountry_normal,2024,11,226.7,7.9
case3_0042,upcountry_normal,2024,12,226.9,9.5
case3_0042,upcountry_normal,2025,1,296.5,8.8
case3_0042,upcountry_normal,2025,2,255.8,8.1
case3_0042,upcountry_normal,2025,3,436.5,10.7
case3_0042,upcountry_normal,2025,4,559.4,11.6
case3_0042,upcountry_normal,2025,5,613.3,11.2
case3_0042,upcountry_normal,2025,6,528.1,11.0
case3_0042,upcountry_normal,2025,7,532.0,8.9
case3_0042,upcountry_normal,2025,8,521.4,9.1
case3_0042,upcountry_normal,2025,9,541.6,8.7
case3_0042,upcountry_normal,2025,10,428.5,8.5
case3_0042,upcountry_normal,2025,11,279.0,8.8
case3_0042,upcountry_normal,2025,12,258.2,11.2
case3_0042,upcountry_normal,2026,1,234.4,10.8
case3_0042,upcountry_normal,2026,2,280.9,10.9
case3_0042,upcountry_normal,2026,3,476.0,9.6
case3_0042,upcountry_normal,2026,4,682.6,12.2
case3_0042,upcountry_normal,2026,5,633.4,11.4
case3_0042,upcountry_normal,2026,6,720.3,9.9
case3_0042,upcountry_normal,2026,7,662.3,9.8
case3_0042,upcountry_normal,2026,8,582.7,11.1
case3_0043,upcountry_normal,2024,3,272.8,5.6
case3_0043,upcountry_normal,2024,4,419.9,7.1
case3_0043,upcountry_normal,2024,5,355.4,7.0
case3_0043,upcountry_normal,2024,6,382.3,6.5
case3_0043,upcountry_normal,2024,7,383.1,6.5
case3_0043,upcountry_normal,2024,8,382.5,6.2
case3_0043,upcountry_normal,2024,9,328.2,5.2
case3_0043,upcountry_normal,2024,10,269.3,6.1
case3_0043,upcountry_normal,2024,11,157.7,5.0
case3_0043,upcountry_normal,2024,12,211.4,6.0
case3_0043,upcountry_normal,2025,1,152.1,6.1
case3_0043,upcountry_normal,2025,2,183.4,5.1
case3_0043,upcountry_normal,2025,3,310.0,6.5
case3_0043,upcountry_normal,2025,4,416.7,6.7
case3_0043,upcountry_normal,2025,5,450.2,5.2
case3_0043,upcountry_normal,2025,6,486.8,6.4
case3_0043,upcountry_normal,2025,7,403.7,6.0
case3_0043,upcountry_normal,2025,8,394.3,5.7
case3_0043,upcountry_normal,2025,9,378.2,6.1
case3_0043,upcountry_normal,2025,10,309.4,6.3
case3_0043,upcountry_normal,2025,11,208.0,5.4
case3_0043,upcountry_normal,2025,12,210.4,5.4
case3_0043,upcountry_normal,2026,1,195.0,4.3
case3_0043,upcountry_normal,2026,2,218.7,4.9
case3_0043,upcountry_normal,2026,3,365.7,5.4
case3_0043,upcountry_normal,2026,4,468.6,6.2
case3_0043,upcountry_normal,2026,5,499.5,6.8
case3_0043,upcountry_normal,2026,6,385.7,6.6
case3_0043,upcountry_normal,2026,7,347.4,6.8
case3_0043,upcountry_normal,2026,8,431.6,5.6
case3_0044,upcountry_normal,2024,3,624.4,5.0
case3_0044,upcountry_normal,2024,4,797.7,5.5
case3_0044,upcountry_normal,2024,5,651.3,5.2
case3_0044,upcountry_normal,2024,6,707.3,5.9
case3_0044,upcountry_normal,2024,7,709.4,6.6
case3_0044,upcountry_normal,2024,8,513.3,6.6
case3_0044,upcountry_normal,2024,9,623.6,5.2
case3_0044,upcountry_normal,2024,10,706.9,6.1
case3_0044,upcountry_normal,2024,11,621.0,4.5
case3_0044,upcountry_normal,2024,12,618.6,5.5
case3_0044,upcountry_normal,2025,1,616.3,6.1
case3_0044,upcountry_normal,2025,2,591.8,6.1
case3_0044,upcountry_normal,2025,3,660.1,7.2
case3_0044,upcountry_normal,2025,4,650.5,7.0
case3_0044,upcountry_normal,2025,5,722.5,6.7
case3_0044,upcountry_normal,2025,6,696.7,6.6
case3_0044,upcountry_normal,2025,7,637.2,6.8
case3_0044,upcountry_normal,2025,8,601.1,5.8
case3_0044,upcountry_normal,2025,9,620.2,6.9
case3_0044,upcountry_normal,2025,10,618.0,7.6
case3_0044,upcountry_normal,2025,11,504.4,6.4
case3_0044,upcountry_normal,2025,12,519.7,5.7
case3_0044,upcountry_normal,2026,1,703.5,5.8
case3_0044,upcountry_normal,2026,2,642.3,5.4
case3_0044,upcountry_normal,2026,3,618.7,6.6
case3_0044,upcountry_normal,2026,4,636.2,6.6
case3_0044,upcountry_normal,2026,5,595.6,7.0
case3_0044,upcountry_normal,2026,6,616.4,7.1
case3_0044,upcountry_normal,2026,7,641.7,5.5
case3_0044,upcountry_normal,2026,8,666.6,7.8
case3_0045,upcountry_normal,2024,3,252.3,7.0
case3_0045,upcountry_normal,2024,4,375.7,7.3
case3_0045,upcountry_normal,2024,5,287.4,7.1
case3_0045,upcountry_normal,2024,6,316.1,6.5
case3_0045,upcountry_normal,2024,7,297.6,7.4
case3_0045,upcountry_normal,2024,8,307.7,8.9
case3_0045,upcountry_normal,2024,9,307.4,6.8
case3_0045,upcountry_normal,2024,10,226.5,6.0
case3_0045,upcountry_normal,2024,11,111.2,5.5
case3_0045,upcountry_normal,2024,12,123.7,6.2
case3_0045,upcountry_normal,2025,1,108.1,6.6
case3_0045,upcountry_normal,2025,2,138.8,6.1
case3_0045,upcountry_normal,2025,3,243.5,6.5
case3_0045,upcountry_normal,2025,4,406.2,7.7
case3_0045,upcountry_normal,2025,5,345.0,6.5
case3_0045,upcountry_normal,2025,6,386.9,7.0
case3_0045,upcountry_normal,2025,7,264.4,5.9
case3_0045,upcountry_normal,2025,8,290.9,6.0
case3_0045,upcountry_normal,2025,9,256.7,6.8
case3_0045,upcountry_normal,2025,10,190.1,5.7
case3_0045,upcountry_normal,2025,11,137.5,5.0
case3_0045,upcountry_normal,2025,12,116.8,4.6
case3_0045,upcountry_normal,2026,1,120.0,4.2
case3_0045,upcountry_normal,2026,2,120.4,5.3
case3_0045,upcountry_normal,2026,3,241.3,5.4
case3_0045,upcountry_normal,2026,4,312.2,6.5
case3_0045,upcountry_normal,2026,5,284.6,6.1
case3_0045,upcountry_normal,2026,6,246.9,5.6
case3_0045,upcountry_normal,2026,7,273.9,6.5
case3_0045,upcountry_normal,2026,8,272.3,5.5
case3_0046,upcountry_normal,2024,3,515.1,4.4
case3_0046,upcountry_normal,2024,4,625.9,4.7
case3_0046,upcountry_normal,2024,5,673.7,5.2
case3_0046,upcountry_normal,2024,6,605.2,5.2
case3_0046,upcountry_normal,2024,7,584.0,4.4
case3_0046,upcountry_normal,2024,8,635.0,4.6
case3_0046,upcountry_normal,2024,9,544.0,4.5
case3_0046,upcountry_normal,2024,10,566.1,4.6
case3_0046,upcountry_normal,2024,11,507.5,3.8
case3_0046,upcountry_normal,2024,12,481.9,4.2
case3_0046,upcountry_normal,2025,1,461.8,4.3
case3_0046,upcountry_normal,2025,2,449.8,3.9
case3_0046,upcountry_normal,2025,3,582.7,5.3
case3_0046,upcountry_normal,2025,4,604.5,5.0
case3_0046,upcountry_normal,2025,5,561.4,5.0
case3_0046,upcountry_normal,2025,6,519.5,5.3
case3_0046,upcountry_normal,2025,7,521.4,5.2
case3_0046,upcountry_normal,2025,8,526.4,4.4
case3_0046,upcountry_normal,2025,9,632.8,5.9
case3_0046,upcountry_normal,2025,10,569.5,5.1
case3_0046,upcountry_normal,2025,11,470.1,5.0
case3_0046,upcountry_normal,2025,12,421.9,4.5
case3_0046,upcountry_normal,2026,1,477.0,6.0
case3_0046,upcountry_normal,2026,2,474.2,6.3
case3_0046,upcountry_normal,2026,3,560.9,6.4
case3_0046,upcountry_normal,2026,4,621.9,6.0
case3_0046,upcountry_normal,2026,5,559.2,5.8
case3_0046,upcountry_normal,2026,6,605.6,7.8
case3_0046,upcountry_normal,2026,7,590.2,6.4
case3_0046,upcountry_normal,2026,8,526.5,5.8
case3_0047,upcountry_normal,2024,3,112.7,2.9
case3_0047,upcountry_normal,2024,4,194.8,2.7
case3_0047,upcountry_normal,2024,5,158.4,3.0
case3_0047,upcountry_normal,2024,6,177.3,3.3
case3_0047,upcountry_normal,2024,7,186.8,3.2
case3_0047,upcountry_normal,2024,8,161.7,3.0
case3_0047,upcountry_normal,2024,9,176.1,3.2
case3_0047,upcountry_normal,2024,10,132.5,3.0
case3_0047,upcountry_normal,2024,11,78.4,2.7
case3_0047,upcountry_normal,2024,12,85.9,2.7
case3_0047,upcountry_normal,2025,1,90.1,1.9
case3_0047,upcountry_normal,2025,2,82.9,2.1
case3_0047,upcountry_normal,2025,3,158.3,3.0
case3_0047,upcountry_normal,2025,4,179.6,2.8
case3_0047,upcountry_normal,2025,5,192.2,3.1
case3_0047,upcountry_normal,2025,6,216.1,2.8
case3_0047,upcountry_normal,2025,7,203.8,2.8
case3_0047,upcountry_normal,2025,8,197.2,2.3
case3_0047,upcountry_normal,2025,9,187.1,2.3
case3_0047,upcountry_normal,2025,10,155.1,2.5
case3_0047,upcountry_normal,2025,11,105.7,2.4
case3_0047,upcountry_normal,2025,12,99.0,2.1
case3_0047,upcountry_normal,2026,1,69.4,1.9
case3_0047,upcountry_normal,2026,2,89.1,2.4
case3_0047,upcountry_normal,2026,3,112.4,2.8
case3_0047,upcountry_normal,2026,4,160.0,3.2
case3_0047,upcountry_normal,2026,5,184.4,3.4
case3_0047,upcountry_normal,2026,6,205.9,3.3
case3_0047,upcountry_normal,2026,7,162.1,3.1
case3_0047,upcountry_normal,2026,8,128.9,3.0
case3_0048,upcountry_normal,2024,3,332.5,17.7
case3_0048,upcountry_normal,2024,4,444.6,19.5
case3_0048,upcountry_normal,2024,5,469.4,20.7
case3_0048,upcountry_normal,2024,6,411.2,20.0
case3_0048,upcountry_normal,2024,7,389.5,22.2
case3_0048,upcountry_normal,2024,8,392.9,21.8
case3_0048,upcountry_normal,2024,9,352.5,19.1
case3_0048,upcountry_normal,2024,10,287.4,17.9
case3_0048,upcountry_normal,2024,11,221.5,15.5
case3_0048,upcountry_normal,2024,12,225.5,16.3
case3_0048,upcountry_normal,2025,1,216.0,15.0
case3_0048,upcountry_normal,2025,2,203.8,15.4
case3_0048,upcountry_normal,2025,3,336.2,18.6
case3_0048,upcountry_normal,2025,4,468.2,21.4
case3_0048,upcountry_normal,2025,5,373.0,20.8
case3_0048,upcountry_normal,2025,6,442.1,18.1
case3_0048,upcountry_normal,2025,7,325.5,17.9
case3_0048,upcountry_normal,2025,8,350.8,15.2
case3_0048,upcountry_normal,2025,9,347.0,13.3
case3_0048,upcountry_normal,2025,10,281.9,15.4
case3_0048,upcountry_normal,2025,11,249.3,16.7
case3_0048,upcountry_normal,2025,12,233.2,11.8
case3_0048,upcountry_normal,2026,1,230.6,12.2
case3_0048,upcountry_normal,2026,2,205.1,15.3
case3_0048,upcountry_normal,2026,3,239.1,17.3
case3_0048,upcountry_normal,2026,4,329.5,19.0
case3_0048,upcountry_normal,2026,5,407.5,18.2
case3_0048,upcountry_normal,2026,6,320.6,19.7
case3_0048,upcountry_normal,2026,7,322.0,17.0
case3_0048,upcountry_normal,2026,8,314.4,16.4
case3_0049,upcountry_normal,2024,3,212.1,24.9
case3_0049,upcountry_normal,2024,4,190.0,26.5
case3_0049,upcountry_normal,2024,5,159.3,28.1
case3_0049,upcountry_normal,2024,6,187.9,30.7
case3_0049,upcountry_normal,2024,7,144.1,24.2
case3_0049,upcountry_normal,2024,8,171.4,26.2
case3_0049,upcountry_normal,2024,9,143.6,25.1
case3_0049,upcountry_normal,2024,10,160.9,25.7
case3_0049,upcountry_normal,2024,11,160.8,20.0
case3_0049,upcountry_normal,2024,12,136.4,21.5
case3_0049,upcountry_normal,2025,1,162.8,23.8
case3_0049,upcountry_normal,2025,2,173.4,26.3
case3_0049,upcountry_normal,2025,3,185.9,27.4
case3_0049,upcountry_normal,2025,4,164.8,33.6
case3_0049,upcountry_normal,2025,5,204.9,29.1
case3_0049,upcountry_normal,2025,6,186.1,28.9
case3_0049,upcountry_normal,2025,7,207.2,24.4
case3_0049,upcountry_normal,2025,8,190.3,27.1
case3_0049,upcountry_normal,2025,9,202.9,24.8
case3_0049,upcountry_normal,2025,10,190.8,27.7
case3_0049,upcountry_normal,2025,11,149.9,20.2
case3_0049,upcountry_normal,2025,12,174.7,17.2
case3_0049,upcountry_normal,2026,1,153.6,17.1
case3_0049,upcountry_normal,2026,2,146.2,23.6
case3_0049,upcountry_normal,2026,3,148.9,25.2
case3_0049,upcountry_normal,2026,4,185.3,28.8
case3_0049,upcountry_normal,2026,5,187.7,27.8
case3_0049,upcountry_normal,2026,6,186.1,30.5
case3_0049,upcountry_normal,2026,7,145.0,24.5
case3_0049,upcountry_normal,2026,8,198.2,24.1
case3_0050,upcountry_normal,2024,3,154.0,7.3
case3_0050,upcountry_normal,2024,4,176.8,6.6
case3_0050,upcountry_normal,2024,5,187.1,7.8
case3_0050,upcountry_normal,2024,6,177.6,7.2
case3_0050,upcountry_normal,2024,7,163.9,7.9
case3_0050,upcountry_normal,2024,8,170.6,7.5
case3_0050,upcountry_normal,2024,9,161.3,7.8
case3_0050,upcountry_normal,2024,10,138.6,7.1
case3_0050,upcountry_normal,2024,11,137.9,6.7
case3_0050,upcountry_normal,2024,12,127.8,6.2
case3_0050,upcountry_normal,2025,1,159.3,7.2
case3_0050,upcountry_normal,2025,2,145.1,6.2
case3_0050,upcountry_normal,2025,3,128.5,6.6
case3_0050,upcountry_normal,2025,4,168.4,7.0
case3_0050,upcountry_normal,2025,5,196.9,8.0
case3_0050,upcountry_normal,2025,6,159.5,7.6
case3_0050,upcountry_normal,2025,7,174.5,7.5
case3_0050,upcountry_normal,2025,8,140.8,8.1
case3_0050,upcountry_normal,2025,9,148.3,7.7
case3_0050,upcountry_normal,2025,10,152.8,7.9
case3_0050,upcountry_normal,2025,11,145.4,6.6
case3_0050,upcountry_normal,2025,12,157.2,7.4
case3_0050,upcountry_normal,2026,1,157.1,6.7
case3_0050,upcountry_normal,2026,2,164.6,6.6
case3_0050,upcountry_normal,2026,3,175.9,8.8
case3_0050,upcountry_normal,2026,4,186.4,8.0
case3_0050,upcountry_normal,2026,5,162.7,8.2
case3_0050,upcountry_normal,2026,6,158.3,6.9
case3_0050,upcountry_normal,2026,7,146.3,7.5
case3_0050,upcountry_normal,2026,8,166.6,6.9
case3_0051,upcountry_normal,2024,3,388.5,14.5
case3_0051,upcountry_normal,2024,4,542.8,17.7
case3_0051,upcountry_normal,2024,5,497.5,15.6
case3_0051,upcountry_normal,2024,6,545.7,15.3
case3_0051,upcountry_normal,2024,7,487.1,16.3
case3_0051,upcountry_normal,2024,8,484.3,14.8
case3_0051,upcountry_normal,2024,9,459.9,13.1
case3_0051,upcountry_normal,2024,10,413.3,11.7
case3_0051,upcountry_normal,2024,11,319.7,10.7
case3_0051,upcountry_normal,2024,12,267.6,13.9
case3_0051,upcountry_normal,2025,1,272.1,13.7
case3_0051,upcountry_normal,2025,2,229.8,12.9
case3_0051,upcountry_normal,2025,3,413.5,14.2
case3_0051,upcountry_normal,2025,4,562.4,14.3
case3_0051,upcountry_normal,2025,5,622.4,15.1
case3_0051,upcountry_normal,2025,6,578.6,15.5
case3_0051,upcountry_normal,2025,7,483.5,16.8
case3_0051,upcountry_normal,2025,8,439.5,20.8
case3_0051,upcountry_normal,2025,9,492.9,17.5
case3_0051,upcountry_normal,2025,10,396.9,14.6
case3_0051,upcountry_normal,2025,11,258.9,14.3
case3_0051,upcountry_normal,2025,12,270.5,17.1
case3_0051,upcountry_normal,2026,1,289.5,15.0
case3_0051,upcountry_normal,2026,2,275.3,15.3
case3_0051,upcountry_normal,2026,3,441.2,17.8
case3_0051,upcountry_normal,2026,4,578.1,18.7
case3_0051,upcountry_normal,2026,5,493.9,19.2
case3_0051,upcountry_normal,2026,6,444.9,21.7
case3_0051,upcountry_normal,2026,7,415.9,22.0
case3_0051,upcountry_normal,2026,8,430.8,18.7
case3_0052,upcountry_normal,2024,3,158.8,4.6
case3_0052,upcountry_normal,2024,4,193.8,5.2
case3_0052,upcountry_normal,2024,5,204.1,5.8
case3_0052,upcountry_normal,2024,6,180.3,5.6
case3_0052,upcountry_normal,2024,7,192.8,5.3
case3_0052,upcountry_normal,2024,8,169.9,5.4
case3_0052,upcountry_normal,2024,9,134.4,4.7
case3_0052,upcountry_normal,2024,10,140.0,5.2
case3_0052,upcountry_normal,2024,11,76.2,4.8
case3_0052,upcountry_normal,2024,12,88.9,4.8
case3_0052,upcountry_normal,2025,1,73.8,4.3
case3_0052,upcountry_normal,2025,2,89.0,4.3
case3_0052,upcountry_normal,2025,3,143.0,5.4
case3_0052,upcountry_normal,2025,4,273.8,5.6
case3_0052,upcountry_normal,2025,5,235.5,5.5
case3_0052,upcountry_normal,2025,6,237.5,4.9
case3_0052,upcountry_normal,2025,7,214.1,4.6
case3_0052,upcountry_normal,2025,8,189.5,4.5
case3_0052,upcountry_normal,2025,9,144.5,4.1
case3_0052,upcountry_normal,2025,10,154.5,4.6
case3_0052,upcountry_normal,2025,11,105.9,4.3
case3_0052,upcountry_normal,2025,12,101.3,4.0
case3_0052,upcountry_normal,2026,1,104.2,4.7
case3_0052,upcountry_normal,2026,2,103.2,3.7
case3_0052,upcountry_normal,2026,3,192.4,5.2
case3_0052,upcountry_normal,2026,4,239.6,5.6
case3_0052,upcountry_normal,2026,5,252.0,5.1
case3_0052,upcountry_normal,2026,6,217.7,5.2
case3_0052,upcountry_normal,2026,7,191.3,5.7
case3_0052,upcountry_normal,2026,8,197.9,4.9
case3_0053,upcountry_normal,2024,3,185.8,12.2
case3_0053,upcountry_normal,2024,4,223.3,12.8
case3_0053,upcountry_normal,2024,5,296.4,12.7
case3_0053,upcountry_normal,2024,6,300.9,10.5
case3_0053,upcountry_normal,2024,7,262.0,12.1
case3_0053,upcountry_normal,2024,8,219.5,10.9
case3_0053,upcountry_normal,2024,9,243.9,11.6
case3_0053,upcountry_normal,2024,10,248.8,11.4
case3_0053,upcountry_normal,2024,11,234.6,8.9
case3_0053,upcountry_normal,2024,12,185.6,11.0
case3_0053,upcountry_normal,2025,1,210.0,10.0
case3_0053,upcountry_normal,2025,2,239.0,11.1
case3_0053,upcountry_normal,2025,3,274.5,12.0
case3_0053,upcountry_normal,2025,4,250.5,14.5
case3_0053,upcountry_normal,2025,5,242.9,12.7
case3_0053,upcountry_normal,2025,6,261.2,14.9
case3_0053,upcountry_normal,2025,7,293.3,13.3
case3_0053,upcountry_normal,2025,8,310.9,14.2
case3_0053,upcountry_normal,2025,9,262.9,14.9
case3_0053,upcountry_normal,2025,10,254.6,12.0
case3_0053,upcountry_normal,2025,11,262.4,12.1
case3_0053,upcountry_normal,2025,12,266.6,10.5
case3_0053,upcountry_normal,2026,1,243.6,10.8
case3_0053,upcountry_normal,2026,2,215.0,11.6
case3_0053,upcountry_normal,2026,3,246.8,13.1
case3_0053,upcountry_normal,2026,4,267.0,13.7
case3_0053,upcountry_normal,2026,5,317.2,12.2
case3_0053,upcountry_normal,2026,6,285.3,13.2
case3_0053,upcountry_normal,2026,7,253.6,12.1
case3_0053,upcountry_normal,2026,8,297.3,14.5
case3_0054,upcountry_normal,2024,3,165.7,4.5
case3_0054,upcountry_normal,2024,4,221.9,4.3
case3_0054,upcountry_normal,2024,5,231.1,4.7
case3_0054,upcountry_normal,2024,6,212.8,5.2
case3_0054,upcountry_normal,2024,7,200.5,5.8
case3_0054,upcountry_normal,2024,8,188.0,4.3
case3_0054,upcountry_normal,2024,9,172.5,3.7
case3_0054,upcountry_normal,2024,10,189.9,3.6
case3_0054,upcountry_normal,2024,11,163.5,3.7
case3_0054,upcountry_normal,2024,12,135.2,4.3
case3_0054,upcountry_normal,2025,1,137.8,5.0
case3_0054,upcountry_normal,2025,2,151.6,4.9
case3_0054,upcountry_normal,2025,3,181.0,4.1
case3_0054,upcountry_normal,2025,4,213.9,4.4
case3_0054,upcountry_normal,2025,5,217.1,5.3
case3_0054,upcountry_normal,2025,6,205.6,4.9
case3_0054,upcountry_normal,2025,7,175.1,5.1
case3_0054,upcountry_normal,2025,8,187.9,4.6
case3_0054,upcountry_normal,2025,9,188.0,5.2
case3_0054,upcountry_normal,2025,10,171.4,4.3
case3_0054,upcountry_normal,2025,11,137.3,4.0
case3_0054,upcountry_normal,2025,12,101.4,3.7
case3_0054,upcountry_normal,2026,1,91.0,4.5
case3_0054,upcountry_normal,2026,2,90.1,4.0
case3_0054,upcountry_normal,2026,3,113.3,4.8
case3_0054,upcountry_normal,2026,4,175.0,5.7
case3_0054,upcountry_normal,2026,5,162.3,5.3
case3_0054,upcountry_normal,2026,6,142.8,4.2
case3_0054,upcountry_normal,2026,7,149.7,5.2
case3_0054,upcountry_normal,2026,8,147.9,5.1
case3_0055,upcountry_normal,2024,3,338.8,13.2
case3_0055,upcountry_normal,2024,4,456.0,15.7
case3_0055,upcountry_normal,2024,5,303.2,14.1
case3_0055,upcountry_normal,2024,6,363.1,16.4
case3_0055,upcountry_normal,2024,7,351.0,17.4
case3_0055,upcountry_normal,2024,8,421.7,15.3
case3_0055,upcountry_normal,2024,9,411.5,14.8
case3_0055,upcountry_normal,2024,10,314.4,15.7
case3_0055,upcountry_normal,2024,11,287.0,12.8
case3_0055,upcountry_normal,2024,12,273.3,12.3
case3_0055,upcountry_normal,2025,1,257.2,13.8
case3_0055,upcountry_normal,2025,2,240.6,14.1
case3_0055,upcountry_normal,2025,3,296.1,15.4
case3_0055,upcountry_normal,2025,4,399.1,17.9
case3_0055,upcountry_normal,2025,5,327.7,16.3
case3_0055,upcountry_normal,2025,6,396.1,17.1
case3_0055,upcountry_normal,2025,7,290.2,18.5
case3_0055,upcountry_normal,2025,8,295.7,15.8
case3_0055,upcountry_normal,2025,9,376.6,17.1
case3_0055,upcountry_normal,2025,10,374.4,17.2
case3_0055,upcountry_normal,2025,11,328.7,12.3
case3_0055,upcountry_normal,2025,12,302.0,14.3
case3_0055,upcountry_normal,2026,1,305.8,12.7
case3_0055,upcountry_normal,2026,2,387.9,14.8
case3_0055,upcountry_normal,2026,3,460.3,16.5
case3_0055,upcountry_normal,2026,4,468.2,16.0
case3_0055,upcountry_normal,2026,5,437.2,14.4
case3_0055,upcountry_normal,2026,6,377.4,14.5
case3_0055,upcountry_normal,2026,7,343.9,16.4
case3_0055,upcountry_normal,2026,8,335.5,16.0
case3_0056,upcountry_normal,2024,3,315.4,9.8
case3_0056,upcountry_normal,2024,4,386.4,10.7
case3_0056,upcountry_normal,2024,5,385.0,10.9
case3_0056,upcountry_normal,2024,6,308.4,11.7
case3_0056,upcountry_normal,2024,7,331.9,11.5
case3_0056,upcountry_normal,2024,8,249.9,13.1
